doc_idx,filename,category,snippet_text
454,"SPIENERGYCO,LTD_03_09_2011-EX-99.5-OPERATIONS AND MAINTENANCE AGREEMENT.PDF",Parties,"['Solar Power, Inc.', 'Owner', 'Service Provider', 'Owner and Service Provider are sometimes hereinafter referred to individually as a ""Party"" and collectively as  the ""Parties.', 'Solar Tax Partners 1, LLC']"
454,"SPIENERGYCO,LTD_03_09_2011-EX-99.5-OPERATIONS AND MAINTENANCE AGREEMENT.PDF",Agreement Date,"['December 11, 2009']"
454,"SPIENERGYCO,LTD_03_09_2011-EX-99.5-OPERATIONS AND MAINTENANCE AGREEMENT.PDF",Effective Date,"['December 11, 2009']"
454,"SPIENERGYCO,LTD_03_09_2011-EX-99.5-OPERATIONS AND MAINTENANCE AGREEMENT.PDF",Expiration Date,"['The term of this Agreement shall commence on the Services Commencement Date and remain effective for ten (10) years (the ""Initial Term"")  unless terminated in accordance with its terms.']"
454,"SPIENERGYCO,LTD_03_09_2011-EX-99.5-OPERATIONS AND MAINTENANCE AGREEMENT.PDF",Renewal Term,"['This Agreement shall be subject to an automatic extension for consecutive one (1) year periods  thereafter (each, an ""Extension Term"" and together with the Initial Term, the ""Term""), unless terminated (i) in accordance with its terms or (ii)  upon thirty (30) days\' written notice by either Party to the other Party.']"
454,"SPIENERGYCO,LTD_03_09_2011-EX-99.5-OPERATIONS AND MAINTENANCE AGREEMENT.PDF",Notice Period To Terminate Renewal,"['This Agreement shall be subject to an automatic extension for consecutive one (1) year periods  thereafter (each, an ""Extension Term"" and together with the Initial Term, the ""Term""), unless terminated (i) in accordance with its terms or (ii)  upon thirty (30) days\' written notice by either Party to the other Party.']"
455,STARTECGLOBALCOMMUNICATIONSCORP_11_16_1998-EX-10.30-CONSTRUCTION AND MAINTENANCE AGREEMENT.PDF,Parties,"['Tele Danmark A/S', 'Tele 2 AB', 'ABS Telecom plc', 'Belgacom S.A.', 'Cable & Wireless Global Network Organisation Limited', 'Transoceanic Communications Incorporated', 'Hellenic Telecommunications Organisation S.A.', 'STARTEC GLOBAL COMMUNICATIONS CORPORATION', 'Ultrallne (Bermuda) Limited', 'TELIA AB (publ)', 'France Telecom', 'TeleBermuda International Limited', 'IXC Communications, Inc.', 'Rostelecom', 'StarHub', 'Japan Telecom Co., Ltd.', 'Pacific Gateway Exchange Inc.', 'Sprint Communications Company L.P.', '(hereinafter  collectively  called  ""Parties""  and  individually  called ""Party"")', 'Kokusai Denshin Denwa Americas Inc.', 'GTE Intelligent Network Services Incorporated', 'British Telecommunications pIc', 'NTT Worldwide Network Corporation', 'Telef6nica de Espana, S.A.', 'Swisscom North America Inc.', 'Emirates Telecommunications Corporation - ETISALAT', 'CYPRUS TELECOMMUNICATIONS AUTHORITY', 'BellSouth International, Inc.', 'Com Tech International Corporation', 'RSL Communications Limited', 'Teleglobe USA', 'Sonera Ltd.', 'Deutsche Telekom AG', 'Cable & Wireless, Inc.', 'KPN Telecom B.V', 'MCI International Inc.', 'Telenor Global Services AS', 'STAR Telecommunications Inc.', 'VIATEL', 'Swisscom Ltd', 'Turk Telekomunikasyon A.S.', 'Telesur', 'Telia North America Inc.', 'Slovenske Telecomunicatie s.e.', 'Energis Communications Limited', 'IXNET Limited', 'BARAK I.T.C', 'Videsh Sanchar Nigam Limited', 'Singapore Telecommunications Limited', 'COMPANHIA PORTUGUESA RADIO MARCONI, SA.', 'BC TEL', 'Pacific Gateway Exchange', 'AT&T Corp.', 'OY FINNET International AB', 'Carrier 1 AG']"
455,STARTECGLOBALCOMMUNICATIONSCORP_11_16_1998-EX-10.30-CONSTRUCTION AND MAINTENANCE AGREEMENT.PDF,Agreement Date,['2nd  day  of  September  1998']
455,STARTECGLOBALCOMMUNICATIONSCORP_11_16_1998-EX-10.30-CONSTRUCTION AND MAINTENANCE AGREEMENT.PDF,Effective Date,['2nd  day  of  September  1998']
455,STARTECGLOBALCOMMUNICATIONSCORP_11_16_1998-EX-10.30-CONSTRUCTION AND MAINTENANCE AGREEMENT.PDF,Expiration Date,"['This Agreement  shall become  effective on the Effective Date and shall          continue in operation for at least a period of  twenty-five  (25) years          (hereinafter  called ""Initial Period"") after the RFCS Date and shall be          terminable  thereafter by agreement of the Parties.']"
456,SUNTRONCORP_05_17_2006-EX-10.22-MAINTENANCE AGREEMENT.PDF,Parties,"['SUNTRON-IOWA, INC.', 'U.S. BANK NATIONAL ASSOCIATION', 'Agent', 'K*TEC OPERATING CORP.', 'CURRENT ELECTRONICS, INC.', 'SUNTRON CORPORATION', 'RM ELECTRONICS, INC.', 'THAYER EQUITY INVESTORS IV, L.P.', 'SUNTRON GCO, L.P.', 'Investor', 'SUNTRON-KANSAS, INC.', 'collectively, the ""Borrowers""', 'in such capacity and together with its successors and assigns in such capacity, the ""Agent""', 'EFTC OPERATING CORP.', 'collectively and together with their respective successors and assigns, the ""Lenders""']"
456,SUNTRONCORP_05_17_2006-EX-10.22-MAINTENANCE AGREEMENT.PDF,Agreement Date,['28th day of March 2006']
456,SUNTRONCORP_05_17_2006-EX-10.22-MAINTENANCE AGREEMENT.PDF,Expiration Date,"['This Agreement shall terminate upon the earliest to occur of: (i) the date on which the aggregate Required Capital Contributions paid by the Investor, and received by the Borrowers, in accordance with the terms of this Agreement equal $5,000,000; (ii) the Release Date (as defined in Section 19) or (iii) payment in full, in cash, of all Obligations and the termination of the Financing Agreement; provided, however, that this Agreement shall continue to be effective, or be reinstated, as the case may be, if at any time the aggregate Required Capital Contributions paid by the Investor, and received by the Borrowers, in accordance with the terms of this Agreement is less than $5,000,000 and any payment, or any part thereof, on account of any of the Obligations is invalidated, declared to be fraudulent or preferential, set aside, rescinded or must otherwise be restored or returned by the Agent or the Lenders upon the insolvency, bankruptcy, liquidation, dissolution or reorganization of any Borrower or upon or as a result of the appointment of a receiver, intervenor or conservator of, or trustee or similar officer for any Borrower, or any substantial part of its property, or otherwise, all as though such payment had not been made.']"
457,SUMMAFOURINC_06_19_1998-EX-10.3-SOFTWARE LICENSE AND MAINTENANCE AGREEMENT.PDF,Parties,"['D2 Technologies, Inc.', 'D2', 'Summa Four Inc.', 'LICENSEE']"
457,SUMMAFOURINC_06_19_1998-EX-10.3-SOFTWARE LICENSE AND MAINTENANCE AGREEMENT.PDF,Agreement Date,"['August 4, 1997']"
457,SUMMAFOURINC_06_19_1998-EX-10.3-SOFTWARE LICENSE AND MAINTENANCE AGREEMENT.PDF,Effective Date,"['August 4, 1997']"
457,SUMMAFOURINC_06_19_1998-EX-10.3-SOFTWARE LICENSE AND MAINTENANCE AGREEMENT.PDF,Expiration Date,['This Agreement shall become effective on the Effective Date and shall continue in effect until terminated in accordance with the provisions of this Article 9.']
458,TELEGLOBEINTERNATIONALHOLDINGSLTD_03_29_2004-EX-10.10-CONSTRUCTION AND MAINTENANCE AGREEMENT.PDF,Parties,"['China United Telecommunications Corporation', 'China Telecom', 'Taiwan Fixed Network Co., Ltd. Preparatory Office', 'Telia AB (publ)', 'Maxis International Sdn. Bhd', 'Advantage Telecommunications Ltd.', 'APT Satellite Telecommunications Limited', 'Williams Communications, Inc.,', 'NTT Communications Corporation', 'Japan Telecom Co., Ltd.', 'KPN Telecom B.V.', 'PT Indosat (Persero) Tbk', 'Teleglobe USA Inc.', 'CTI International Limited', 'Telstra Global Networks Limited', 'Bayan Telecommunications, Inc.', 'Layer 2 Communications Group Ltd.', 'StarHub Pte Ltd', 'Concert Global Network Services, Ltd.', 'GNG Networks. Inc.', 'TT dotCom Sdn Bhd', 'Metromedia Fiber Network Services, Inc.', 'The Communications Authority of Thailand', 'Chunghwa Telecom Co., Ltd.,', 'GTE Intelligent Network Service Incorporated', 'Global One Communications Network, Inc.', 'Philippine Long Distance Telephone Company', 'Cable & Wireless HKT international Limited', 'KDD Corporation', 'Onse Telecom Corporation', 'edge2net Inc.', 'New World Telephone Limited', 'Dacom Corporation', 'Singapore Telecommunications Limited', 'Korea Telecom', 'China Netcom Corporation Ltd.', 'Cable & Wireless Global Network Limited', 'MCI International Telecommunications. Inc.', 'Onelink Cable Network Limited', 'Globe Telecom, Inc.', 'NTT Com Asia Ltd.', 'Eastern Telecommunications Philippines, Incorporated', 'New Century InfoComm Ltd., Preparatory Office', 'Global Access Ltd.', 'Telekom Malaysia Berhad (128740-P)', '(hereinafter collectively called ""Parties"" and individually called ""Party""),']"
458,TELEGLOBEINTERNATIONALHOLDINGSLTD_03_29_2004-EX-10.10-CONSTRUCTION AND MAINTENANCE AGREEMENT.PDF,Agreement Date,['18th day of April 2000']
458,TELEGLOBEINTERNATIONALHOLDINGSLTD_03_29_2004-EX-10.10-CONSTRUCTION AND MAINTENANCE AGREEMENT.PDF,Effective Date,"['18th day of April 2000<omitted>This Agreement shall become effective on the date and year first above written and shall continue in operation for at least an initial period of twenty-five (25) years following the RFS Date (hereinafter referred to as ""initial Period"") and shall be terminable thereafter by agreement of the Parties.']"
458,TELEGLOBEINTERNATIONALHOLDINGSLTD_03_29_2004-EX-10.10-CONSTRUCTION AND MAINTENANCE AGREEMENT.PDF,Expiration Date,"['This Agreement shall become effective on the date and year first above written and shall continue in operation for at least an initial period of twenty-five (25) years following the RFS Date (hereinafter referred to as ""initial Period"") and shall be terminable thereafter by agreement of the Parties.']"
459,TELKOMSALTD_01_30_2003-EX-10-LICENCE AND MAINTENANCE AGREEMENT.PDF,Parties,"['SYSTEMS APPLICATIONS PRODUCTS (AFRICA) (PTY) LIMITED', 'SAP AFRICA', '(""TELKOM"")', 'TELKOM SOUTH AFRICA LIMITED']"
459,TELKOMSALTD_01_30_2003-EX-10-LICENCE AND MAINTENANCE AGREEMENT.PDF,Agreement Date,['31st day of  March 2001']
459,TELKOMSALTD_01_30_2003-EX-10-LICENCE AND MAINTENANCE AGREEMENT.PDF,Expiration Date,"['Subject to the provisions of this AGREEMENT, and with effect from the date   when the party signing last in time appends its signature to this agreement (""the   effective date""), and enduring in perpetuity unless terminated as provided for   elsewhere in this AGREEMENT, SAP AFRICA grants, and TELKOM accepts a   non-exclusive, non-transferable licence to USE the SOFTWARE,   DOCUMENTATION and other SAP AFRICA PROPRIETARY INFORMATION at   the specified DESIGNATED SITE within the TERRITORY.', 'The licence granted hereunder shall become effective upon execution of this   AGREEMENT by both parties and shall endure indefinitely unless terminated   under clause 6. 2.']"
460,TRIZETTOGROUPINC_08_18_1999-EX-10.17-TECHNICAL INFRASTRUCTURE MAINTENANCE AGREEMENT.PDF,Parties,"['MEDICAL MANAGER, MIDWEST, INC.', 'Customer', 'MMMW', 'MTS, INC.']"
460,TRIZETTOGROUPINC_08_18_1999-EX-10.17-TECHNICAL INFRASTRUCTURE MAINTENANCE AGREEMENT.PDF,Agreement Date,"['March 1, 1998']"
460,TRIZETTOGROUPINC_08_18_1999-EX-10.17-TECHNICAL INFRASTRUCTURE MAINTENANCE AGREEMENT.PDF,Effective Date,"['3-5-98', 'This Agreement shall be effective on the date of signed                   acceptance (""Effective Date"") by MMMW.']"
460,TRIZETTOGROUPINC_08_18_1999-EX-10.17-TECHNICAL INFRASTRUCTURE MAINTENANCE AGREEMENT.PDF,Expiration Date,"['Upon expiration of that 12 months,           MMMW affords the Customer the opportunity of a continuation of support           on an annual basis as follows: The Initial Term of this Technical           Infrastructure Maintenance Agreement is twelve months, commencing on           the Effective Date.']"
460,TRIZETTOGROUPINC_08_18_1999-EX-10.17-TECHNICAL INFRASTRUCTURE MAINTENANCE AGREEMENT.PDF,Notice Period To Terminate Renewal,"['Customer, upon thirty days prior written notice, may cancel this           Agreement at the end of the Initial Term and thereafter on each           anniversary of the end of the Initial Term.']"
461,UAGHINC_04_14_2004-EX-10.18-MAINTENANCE AGREEMENT.PDF,Parties,"['Provider', 'Company', 'Universal Access, Inc.', 'CityNet Telecommunications, Inc.']"
461,UAGHINC_04_14_2004-EX-10.18-MAINTENANCE AGREEMENT.PDF,Agreement Date,"['July 23, 2003']"
461,UAGHINC_04_14_2004-EX-10.18-MAINTENANCE AGREEMENT.PDF,Effective Date,"['This Agreement commences on the date first above written, and will remain in effect for the period of five (5) years, except as otherwise provided herein.', 'July 23, 2003']"
461,UAGHINC_04_14_2004-EX-10.18-MAINTENANCE AGREEMENT.PDF,Expiration Date,"['This Agreement commences on the date first above written, and will remain in effect for the period of five (5) years, except as otherwise provided herein.']"
461,UAGHINC_04_14_2004-EX-10.18-MAINTENANCE AGREEMENT.PDF,Renewal Term,['This Agreement will extend automatically for monthly periods unless either party to this Agreement notifies the other party in writing at least thirty (30) days before the expiration of the then current term.']
461,UAGHINC_04_14_2004-EX-10.18-MAINTENANCE AGREEMENT.PDF,Notice Period To Terminate Renewal,['This Agreement will extend automatically for monthly periods unless either party to this Agreement notifies the other party in writing at least thirty (30) days before the expiration of the then current term.']
462,VARIABLESEPARATEACCOUNT_04_30_2014-EX-13.C-UNCONDITIONAL CAPITAL MAINTENANCE AGREEMENT.PDF,Parties,"['Company', 'American International Group, Inc.', 'American General Life Insurance Company', 'AIG']"
462,VARIABLESEPARATEACCOUNT_04_30_2014-EX-13.C-UNCONDITIONAL CAPITAL MAINTENANCE AGREEMENT.PDF,Agreement Date,"['February 18, 2014']"
462,VARIABLESEPARATEACCOUNT_04_30_2014-EX-13.C-UNCONDITIONAL CAPITAL MAINTENANCE AGREEMENT.PDF,Effective Date,"['February 18, 2014']"
462,VARIABLESEPARATEACCOUNT_04_30_2014-EX-13.C-UNCONDITIONAL CAPITAL MAINTENANCE AGREEMENT.PDF,Expiration Date,"['Unless earlier terminated in accordance with this paragraph 7, this Agreement shall continue indefinitely.']"
462,VARIABLESEPARATEACCOUNT_04_30_2014-EX-13.C-UNCONDITIONAL CAPITAL MAINTENANCE AGREEMENT.PDF,Notice Period To Terminate Renewal,"['AIG shall have the absolute right to terminate this Agreement upon thirty (30) days\' prior written notice to the Company, which notice shall state the effective date of termination (the ""Termination Date""); provided, however, that AIG agrees not to terminate this Agreement unless (a) AIG significantly modifies the<omitted>corporate structure or ownership of the Company, or (b) AIG sells the Company to an acquirer, in each case, (i) having a rating from at least one of S&P, Moody\'s, A.M. Best or a substitute agency, which is a nationally recognized statistical rating organization, that is at least equal to the lower of (x) AIG\'s then-current rating from such agency or (y) the Company\'s then-current rating as supported by this Agreement from such agency; or (ii) such that, immediately on the effective date of the modification of corporate structure or sale by AIG of the Company, the Company\'s capitalization is consistent with the minimum capital adequacy standards and criteria of at least one of S&P, Moody\'s, A.M. Best or a substitute agency, which is a nationally recognized statistical rating organization, for a rating that is equal to or better than the Company\'s then-current rating on the date immediately preceding such modification of corporate structure or sale.']"
463,VERTEXENERGYINC_08_14_2014-EX-10.24-OPERATION AND MAINTENANCE AGREEMENT.PDF,Parties,"['""Omega"" or ""Operator""', 'Owner', 'MAGELLAN TERMINALS HOLDINGS, L.P.', 'OMEGA REFINING, LLC', 'Owner and Operator are referred to individually herein as a ""Party"" and collectively herein as the ""Parties""']"
463,VERTEXENERGYINC_08_14_2014-EX-10.24-OPERATION AND MAINTENANCE AGREEMENT.PDF,Agreement Date,"['3rd day of November, 2010']"
463,VERTEXENERGYINC_08_14_2014-EX-10.24-OPERATION AND MAINTENANCE AGREEMENT.PDF,Effective Date,"['3rd day of November, 2010']"
463,VERTEXENERGYINC_08_14_2014-EX-10.24-OPERATION AND MAINTENANCE AGREEMENT.PDF,Expiration Date,"['This Agreement shall commence on the Effective Date and, shall continue for the duration of the Lease, unless terminated earlier pursuant to Section 3.2 or 3.3.']"
464,VERTICALNETINC_04_01_2002-EX-10.19-MAINTENANCE AND SUPPORT AGREEMENT.PDF,Parties,"['Converge', '""VNE""; collectively with VNI, ""Vert""', 'VerticalNet Enterprises LLC', 'VerticalNet, Inc.', 'Converge, Inc.', 'formerly known as Tradeum, Inc. which d/b/a VerticalNet Solutions', 'VNI']"
464,VERTICALNETINC_04_01_2002-EX-10.19-MAINTENANCE AND SUPPORT AGREEMENT.PDF,Agreement Date,"['9th day of October, 2001']"
464,VERTICALNETINC_04_01_2002-EX-10.19-MAINTENANCE AND SUPPORT AGREEMENT.PDF,Effective Date,"['October 1, 2001']"
464,VERTICALNETINC_04_01_2002-EX-10.19-MAINTENANCE AND SUPPORT AGREEMENT.PDF,Expiration Date,"['The initial period of this Agreement (the ""Initial Term"") shall commence upon the Effective Date and continue until March 31, 2003.']"
464,VERTICALNETINC_04_01_2002-EX-10.19-MAINTENANCE AND SUPPORT AGREEMENT.PDF,Renewal Term,"['Thereafter, this Agreement shall renew only upon the mutual written agreement of the parties for up to three additional renewal terms of one year each (each, a ""Renewal Term"").']"
465,ZONDWINDSYSTEMPARTNERSLTDSERIES85-B_04_03_2006-EX-10-MANAGEMENT AND MAINTENANCE AGREEMENT.PDF,Parties,"['ToyoWest Management Inc.', 'Partnership', 'Sagebrush', 'Partners', 'Manager', 'Sagebrush partners']"
465,ZONDWINDSYSTEMPARTNERSLTDSERIES85-B_04_03_2006-EX-10-MANAGEMENT AND MAINTENANCE AGREEMENT.PDF,Agreement Date,"['December 1, 1990']"
466,"GWG HOLDINGS, INC. - ORDERLY MARKETING AGREEMENT.PDF",Parties,"['Trust Advisors to the Seller Trusts', 'Trust Advisors', 'Each of GWG and the Trust Advisors may be referred to herein as a ""Party"" and collectively as the ""Parties.""', 'GWG', 'GWG Holdings, Inc.']"
466,"GWG HOLDINGS, INC. - ORDERLY MARKETING AGREEMENT.PDF",Agreement Date,"['December 27, 2018']"
466,"GWG HOLDINGS, INC. - ORDERLY MARKETING AGREEMENT.PDF",Effective Date,"['December 27, 2018']"
466,"GWG HOLDINGS, INC. - ORDERLY MARKETING AGREEMENT.PDF",Expiration Date,"['This OMA shall expire upon the earlier of (i) the first anniversary of the Effective Date and (ii) the date that all Shares of Stock of the Seller Trusts as set forth on Schedule A hereto have been sold (the ""Term"").']"
467,"HEMISPHERX - Sales, Marketing, Distribution, and Supply Agreement.PDF",Parties,"['Hemispherx Biopharma, Inc.', 'Scientific Products Pharmaceutical Co. LTD.', 'HEMISPHERX', 'SCIENTIFIC PRODUCTS PHARMACEUTICAL CO. LTD', 'HEMISPHERX BIOPHARMA, INC', 'SCIEN']"
467,"HEMISPHERX - Sales, Marketing, Distribution, and Supply Agreement.PDF",Agreement Date,['3-31-16']
467,"HEMISPHERX - Sales, Marketing, Distribution, and Supply Agreement.PDF",Effective Date,"['This Agreement shall become effective when it shall have been executed by all parties and upon receipt of all counterparts hereof that, when taken together, bear the signatures of each of the other parties hereto.', 'This Agreement between HEMISPHERX and SCIEN shall be in effect beginning the last date of execution set forth on the signature page to the Agreement (the ""Effective Date"") to which this Quality Agreement is Exhibit 2 and remain in effect until HEMISPHERX and SCIEN terminate the Agreement or it is superseded by a revised Quality Agreement executed by both parties.']"
467,"HEMISPHERX - Sales, Marketing, Distribution, and Supply Agreement.PDF",Expiration Date,"['The Term will be 3 years from Effective Date with an automatic 2 year term extensions unless otherwise advised by one of the Parties.', 'This Agreement between HEMISPHERX and SCIEN shall be in effect beginning the last date of execution set forth on the signature page to the Agreement (the ""Effective Date"") to which this Quality Agreement is Exhibit 2 and remain in effect until HEMISPHERX and SCIEN terminate the Agreement or it is superseded by a revised Quality Agreement executed by both parties.']"
467,"HEMISPHERX - Sales, Marketing, Distribution, and Supply Agreement.PDF",Renewal Term,['The Term will be 3 years from Effective Date with an automatic 2 year term extensions unless otherwise advised by one of the Parties.']
467,"HEMISPHERX - Sales, Marketing, Distribution, and Supply Agreement.PDF",Notice Period To Terminate Renewal,['The Term will be 3 years from Effective Date with an automatic 2 year term extensions unless otherwise advised by one of the Parties.']
468,Monsanto Company - SECOND A&R EXCLUSIVE AGENCY AND MARKETING AGREEMENT .PDF,Parties,"['the ""Agent""', 'The Scotts Company', 'Monsanto', 'The Scotts Company LLC', 'Monsanto Company']"
468,Monsanto Company - SECOND A&R EXCLUSIVE AGENCY AND MARKETING AGREEMENT .PDF,Agreement Date,"['August 31, 2017']"
468,Monsanto Company - SECOND A&R EXCLUSIVE AGENCY AND MARKETING AGREEMENT .PDF,Effective Date,"['September 30, 1998']"
468,Monsanto Company - SECOND A&R EXCLUSIVE AGENCY AND MARKETING AGREEMENT .PDF,Expiration Date,['This Agreement shall commence as of the Effective Date and shall continue unless and until terminated as provided herein.']
469,LECLANCHÉ S.A. - JOINT DEVELOPMENT AND MARKETING AGREEMENT.PDF,Parties,"['Leclanché', 'each a ""Party"""" and together ""Parties""', 'Oak Ridge', 'LECLANCHÉ S.A.', 'OAK RIDGE ENERGY TECHNOLOGIES INC']"
469,LECLANCHÉ S.A. - JOINT DEVELOPMENT AND MARKETING AGREEMENT.PDF,Agreement Date,"['April 6, 2014']"
469,LECLANCHÉ S.A. - JOINT DEVELOPMENT AND MARKETING AGREEMENT.PDF,Effective Date,"['April 6, 2014']"
469,LECLANCHÉ S.A. - JOINT DEVELOPMENT AND MARKETING AGREEMENT.PDF,Expiration Date,"['Subject to Article 22.2, this Agreement shall remain in force for an Initial Period of 1 year, which may be renewed by mutual consent for such period as the Parties may agree (""Term""), unless it is terminated earlier in accordance with this Agreement or for any of the following reasons:']"
470,"Loop Industries, Inc. - Marketing Agreement.PDF",Parties,"['each of Loop and Joint Venture Company is a ""Party""; together they are the ""Parties""', 'Loop', 'Indorama Loop Technologies, LLC', 'Joint Venture Company', 'Loop Industries, Inc.']"
470,"Loop Industries, Inc. - Marketing Agreement.PDF",Agreement Date,"['September __, 2018']"
470,"Loop Industries, Inc. - Marketing Agreement.PDF",Effective Date,"['September __, 2018']"
470,"Loop Industries, Inc. - Marketing Agreement.PDF",Expiration Date,['This Agreement begins on the Effective Date and shall continue indefinitely unless sooner terminated as provided in this Article 5.']
471,NUVEEN - REMARKETING AGREEMENT.PDF,Parties,"['Fund', 'Nuveen AMT-Free Municipal Credit Income Fund', 'Investment Adviser', 'Remarketing Agent', 'Nuveen Fund Advisors, LLC', '[●]']"
471,NUVEEN - REMARKETING AGREEMENT.PDF,Agreement Date,['[●]']
471,NUVEEN - REMARKETING AGREEMENT.PDF,Expiration Date,"['This Agreement shall terminate as to the Remarketing Agent and its obligations hereunder with respect to VRRM-MFP Shares upon the earliest to occur of (a) the effective date of the resignation or removal of such Remarketing Agent pursuant to Section 5(a) and Section 5(b), respectively, (b) the completion of a successful Transition Remarketing on a New Mode Commencement Date in connection with transition to a new Mode, or (c) the date on which no VRRM-MFP Shares are Outstanding.']"
472,"MetLife, Inc. - Remarketing Agreement.PDF",Parties,"['Deutsche Bank Trust Company America', 'Remarketing Agents,', 'Deutsche Bank Securities Inc.', 'Stock Purchase Contract Agent', 'Deutsche Bank', 'Company', 'MetLife, Inc.']"
472,"MetLife, Inc. - Remarketing Agreement.PDF",Agreement Date,"['August 26, 2014']"
472,"MetLife, Inc. - Remarketing Agreement.PDF",Expiration Date,"['In addition, the<omitted>obligations of the Remarketing Agents may be terminated by them by notice given to the Company prior to 12:00 noon, New York City time on the Remarketing Settlement Date if, prior to that time, any of the applicable conditions precedent to the obligations of the Remarketing Agents described in Section 5 hereof shall have failed to occur.']"
473,"PACIRA PHARMACEUTICALS, INC. - A&R STRATEGIC LICENSING, DISTRIBUTION AND MARKETING AGREEMENT .PDF",Parties,"['F/K/A SKYEPHARMA, INC.', 'EKR', 'PACIRA PHARMACEUTICALS, INC.', 'EKR THERAPEUTICS, INC.', 'PPI']"
473,"PACIRA PHARMACEUTICALS, INC. - A&R STRATEGIC LICENSING, DISTRIBUTION AND MARKETING AGREEMENT .PDF",Agreement Date,"['October 15, 2009']"
473,"PACIRA PHARMACEUTICALS, INC. - A&R STRATEGIC LICENSING, DISTRIBUTION AND MARKETING AGREEMENT .PDF",Effective Date,"['August 10, 2007']"
473,"PACIRA PHARMACEUTICALS, INC. - A&R STRATEGIC LICENSING, DISTRIBUTION AND MARKETING AGREEMENT .PDF",Expiration Date,"['This Agreement shall commence on the Effective Date and, subject to earlier termination in accordance with the provisions of Section 16, shall continue in force for a period being the longer of fifteen (15) years from first Commercial Launch of the Product in the Territory or until  the expiration of the last valid claim in the PPI Patents covering the Product in any country of the Territory (the ""Initial Term"").']"
473,"PACIRA PHARMACEUTICALS, INC. - A&R STRATEGIC LICENSING, DISTRIBUTION AND MARKETING AGREEMENT .PDF",Renewal Term,['Thereafter  the term of this Agreement shall automatically renew for consecutive periods of two (2) years each.']
473,"PACIRA PHARMACEUTICALS, INC. - A&R STRATEGIC LICENSING, DISTRIBUTION AND MARKETING AGREEMENT .PDF",Notice Period To Terminate Renewal,"['Notwithstanding the foregoing, this  Agreement can be terminated by EKR at the end of the Initial Term by delivery of written notice to PPI at least one hundred eighty (180)  days prior to the end of the Initial Term or any renewal term.']"
474,Principal Life Insurance Company - Broker Dealer Marketing and Servicing Agreement .PDF,Parties,"['Distributor, Issuer and Broker Dealer are   individually referred to as a ""Party"" and collectively as the ""Parties""', 'Issuer', 'Distributor', '(collectively ""Broker Dealer"")', 'ABC Company', 'Principal Life Insurance Company', 'Princor Financial Services Corporation', '_______________________ and its duly licensed insurance affiliates indicated on the signature page of this   Agreement']"
474,Principal Life Insurance Company - Broker Dealer Marketing and Servicing Agreement .PDF,Agreement Date,"['this ______ day of ________________, 2013,']"
474,Principal Life Insurance Company - Broker Dealer Marketing and Servicing Agreement .PDF,Effective Date,"['this ______ day of ________________, 2013']"
475,"Reinsurance Group of America, Incorporated - A&R REMARKETING  AGREEMENT.PDF",Parties,"['Reinsurance Group of America, Incorporated', 'together, the ""Issuers""', 'Barclays', 'Trust', 'RGA Capital Trust I', 'Barclays Capital Inc.', 'Company', 'Remarketing Agent']"
475,"Reinsurance Group of America, Incorporated - A&R REMARKETING  AGREEMENT.PDF",Agreement Date,"['February 15, 2011']"
475,"Reinsurance Group of America, Incorporated - A&R REMARKETING  AGREEMENT.PDF",Expiration Date,"['In addition, the obligations of the Remarketing Agent  hereunder may be terminated by it by notice given to the Company prior to 5:00 p.m. (New York City time) on the date immediately preceding the  Commencement Date if, prior to that time, any of the events described in Sections 6(i), (j) or (k) shall have occurred.', 'This Agreement shall terminate (i) the Business Day immediately following the Remarketing Settlement Date, (ii) at 5:00  p.m., New York City time, on the last date of the Remarketing if the Remarketing is not successful or (iii) on the effective date of the resignation or  removal of the Remarketing Agent and the appointment of a new Remarketing Agent.']"
476,"SightLife Surgical, Inc. - STRATEGIC SALES & MARKETING AGREEMENT.PDF",Parties,"['Imprimis Pharmaceuticals, Inc.', 'Imprimis', 'SightLife Surgical, Inc.', 'Surgical']"
476,"SightLife Surgical, Inc. - STRATEGIC SALES & MARKETING AGREEMENT.PDF",Agreement Date,['4/28/2017']
476,"SightLife Surgical, Inc. - STRATEGIC SALES & MARKETING AGREEMENT.PDF",Effective Date,"['This Agreement shall be effective on the later of the dates that it is executed by Imprimis and Surgical (the ""Effective Date"") and shall terminate pursuant to the terms of the SOW (the ""Term"").<omitted>4/28/2017', 'The Agreement shall commence on the Effective Date and, unless terminated earlier pursuant to this Agreement or extended by mutual agreement between the parties, shall continue in effect for thirty six (36) months following the Effective Date (the ""Term"").']"
476,"SightLife Surgical, Inc. - STRATEGIC SALES & MARKETING AGREEMENT.PDF",Expiration Date,"['The Agreement shall commence on the Effective Date and, unless terminated earlier pursuant to this Agreement or extended by mutual agreement between the parties, shall continue in effect for thirty six (36) months following the Effective Date (the ""Term"").', 'This Agreement shall be effective on the later of the dates that it is executed by Imprimis and Surgical (the ""Effective Date"") and shall terminate pursuant to the terms of the SOW (the ""Term"").']"
477,"Zounds Hearing, Inc. - MANUFACTURING DESIGN MARKETING AGREEMENT.PDF",Parties,"['Subcontractor and Manufacturer may also be referred to herein individually as ""Party"" or collectively as the ""Parties"".', 'Subcontractor', 'InnerScope Hearing Technologies, Inc.', 'Zounds Hearing, Inc.', '""Manufacturer"")']"
